after,after_request_id,after_request_sequence,after_status,alias,before,before_request_id,before_request_sequence,before_status,block,both_measured,included,order_sequence,painter_id,template_id,weight
style_aspects,b0003-B4-alfred_sisley-style_aspects-gpt-image-1,1468,measured,gpt-image-1,style_instruction,b0003-B4-alfred_sisley-style_instruction-gpt-image-1,1469,measured,3,True,True,1468,alfred_sisley,B4,0.015625
style_aspects,b0003-R1-alfred_sisley-style_aspects-gpt-image-1,1895,measured,gpt-image-1,style_instruction,b0003-R1-alfred_sisley-style_instruction-gpt-image-1,1893,measured,3,True,True,1893,alfred_sisley,R1,0.015625
style_aspects,b0003-R2-alfred_sisley-style_aspects-gpt-image-1,1663,measured,gpt-image-1,style_instruction,b0003-R2-alfred_sisley-style_instruction-gpt-image-1,1662,measured,3,True,True,1662,alfred_sisley,R2,0.015625
style_aspects,b0003-R3-alfred_sisley-style_aspects-gpt-image-1,1608,measured,gpt-image-1,style_instruction,b0003-R3-alfred_sisley-style_instruction-gpt-image-1,1610,measured,3,True,True,1608,alfred_sisley,R3,0.015625
style_aspects,b0003-R4-alfred_sisley-style_aspects-gpt-image-1,1838,measured,gpt-image-1,style_instruction,b0003-R4-alfred_sisley-style_instruction-gpt-image-1,1836,measured,3,True,True,1836,alfred_sisley,R4,0.015625
style_aspects,b0003-L1-alfred_sisley-style_aspects-gpt-image-1,1617,measured,gpt-image-1,style_instruction,b0003-L1-alfred_sisley-style_instruction-gpt-image-1,1619,measured,3,True,True,1617,alfred_sisley,L1,0.015625
style_aspects,b0003-L2-alfred_sisley-style_aspects-gpt-image-1,1727,measured,gpt-image-1,style_instruction,b0003-L2-alfred_sisley-style_instruction-gpt-image-1,1726,measured,3,True,True,1726,alfred_sisley,L2,0.015625
style_aspects,b0003-L3-alfred_sisley-style_aspects-gpt-image-1,1803,measured,gpt-image-1,style_instruction,b0003-L3-alfred_sisley-style_instruction-gpt-image-1,1804,measured,3,True,True,1803,alfred_sisley,L3,0.015625
style_aspects,b0003-L4-alfred_sisley-style_aspects-gpt-image-1,1745,measured,gpt-image-1,style_instruction,b0003-L4-alfred_sisley-style_instruction-gpt-image-1,1743,measured,3,True,True,1743,alfred_sisley,L4,0.015625
style_instruction,b0000-W1-camille_pissarro-style_instruction-gpt-image-1,365,measured,gpt-image-1,by_name,b0000-W1-camille_pissarro-by_name-gpt-image-1,363,measured,0,True,True,363,camille_pissarro,W1,0.015625
style_instruction,b0000-W2-camille_pissarro-style_instruction-gpt-image-1,70,measured,gpt-image-1,by_name,b0000-W2-camille_pissarro-by_name-gpt-image-1,69,measured,0,True,True,69,camille_pissarro,W2,0.015625
style_instruction,b0000-W3-camille_pissarro-style_instruction-gpt-image-1,205,measured,gpt-image-1,by_name,b0000-W3-camille_pissarro-by_name-gpt-image-1,204,measured,0,True,True,204,camille_pissarro,W3,0.015625
style_instruction,b0000-W4-camille_pissarro-style_instruction-gpt-image-1,133,measured,gpt-image-1,by_name,b0000-W4-camille_pissarro-by_name-gpt-image-1,132,measured,0,True,True,132,camille_pissarro,W4,0.015625
style_instruction,b0000-B1-camille_pissarro-style_instruction-gpt-image-1,403,measured,gpt-image-1,by_name,b0000-B1-camille_pissarro-by_name-gpt-image-1,402,measured,0,True,True,402,camille_pissarro,B1,0.015625
style_instruction,b0000-B2-camille_pissarro-style_instruction-gpt-image-1,427,measured,gpt-image-1,by_name,b0000-B2-camille_pissarro-by_name-gpt-image-1,426,measured,0,True,True,426,camille_pissarro,B2,0.015625
style_instruction,b0000-B3-camille_pissarro-style_instruction-gpt-image-1,100,measured,gpt-image-1,by_name,b0000-B3-camille_pissarro-by_name-gpt-image-1,99,measured,0,True,True,99,camille_pissarro,B3,0.015625
style_instruction,b0000-B4-camille_pissarro-style_instruction-gpt-image-1,469,measured,gpt-image-1,by_name,b0000-B4-camille_pissarro-by_name-gpt-image-1,470,measured,0,True,True,469,camille_pissarro,B4,0.015625
style_instruction,b0000-R1-camille_pissarro-style_instruction-gpt-image-1,199,measured,gpt-image-1,by_name,b0000-R1-camille_pissarro-by_name-gpt-image-1,200,measured,0,True,True,199,camille_pissarro,R1,0.015625
style_instruction,b0000-R2-camille_pissarro-style_instruction-gpt-image-1,455,measured,gpt-image-1,by_name,b0000-R2-camille_pissarro-by_name-gpt-image-1,453,measured,0,True,True,453,camille_pissarro,R2,0.015625
style_instruction,b0000-R3-camille_pissarro-style_instruction-gpt-image-1,163,measured,gpt-image-1,by_name,b0000-R3-camille_pissarro-by_name-gpt-image-1,164,measured,0,True,True,163,camille_pissarro,R3,0.015625
style_instruction,b0000-R4-camille_pissarro-style_instruction-gpt-image-1,326,measured,gpt-image-1,by_name,b0000-R4-camille_pissarro-by_name-gpt-image-1,325,measured,0,True,True,325,camille_pissarro,R4,0.015625
style_instruction,b0000-L1-camille_pissarro-style_instruction-gpt-image-1,291,measured,gpt-image-1,by_name,b0000-L1-camille_pissarro-by_name-gpt-image-1,293,measured,0,True,True,291,camille_pissarro,L1,0.015625
style_instruction,b0000-L2-camille_pissarro-style_instruction-gpt-image-1,302,measured,gpt-image-1,by_name,b0000-L2-camille_pissarro-by_name-gpt-image-1,300,measured,0,True,True,300,camille_pissarro,L2,0.015625
style_instruction,b0000-L3-camille_pissarro-style_instruction-gpt-image-1,414,measured,gpt-image-1,by_name,b0000-L3-camille_pissarro-by_name-gpt-image-1,415,not_generated,0,False,False,414,camille_pissarro,L3,0.0
style_instruction,b0000-L4-camille_pissarro-style_instruction-gpt-image-1,113,measured,gpt-image-1,by_name,b0000-L4-camille_pissarro-by_name-gpt-image-1,111,measured,0,True,True,111,camille_pissarro,L4,0.015625
style_instruction,b0001-W1-camille_pissarro-style_instruction-gpt-image-1,555,measured,gpt-image-1,by_name,b0001-W1-camille_pissarro-by_name-gpt-image-1,556,measured,1,True,True,555,camille_pissarro,W1,0.015625
style_instruction,b0001-W2-camille_pissarro-style_instruction-gpt-image-1,759,measured,gpt-image-1,by_name,b0001-W2-camille_pissarro-by_name-gpt-image-1,761,measured,1,True,True,759,camille_pissarro,W2,0.015625
style_instruction,b0001-W3-camille_pissarro-style_instruction-gpt-image-1,544,measured,gpt-image-1,by_name,b0001-W3-camille_pissarro-by_name-gpt-image-1,543,measured,1,True,True,543,camille_pissarro,W3,0.015625
style_instruction,b0001-W4-camille_pissarro-style_instruction-gpt-image-1,547,measured,gpt-image-1,by_name,b0001-W4-camille_pissarro-by_name-gpt-image-1,548,measured,1,True,True,547,camille_pissarro,W4,0.015625
style_instruction,b0001-B1-camille_pissarro-style_instruction-gpt-image-1,733,measured,gpt-image-1,by_name,b0001-B1-camille_pissarro-by_name-gpt-image-1,732,measured,1,True,True,732,camille_pissarro,B1,0.015625
style_instruction,b0001-B2-camille_pissarro-style_instruction-gpt-image-1,533,measured,gpt-image-1,by_name,b0001-B2-camille_pissarro-by_name-gpt-image-1,531,measured,1,True,True,531,camille_pissarro,B2,0.015625
style_instruction,b0001-B3-camille_pissarro-style_instruction-gpt-image-1,920,measured,gpt-image-1,by_name,b0001-B3-camille_pissarro-by_name-gpt-image-1,918,measured,1,True,True,918,camille_pissarro,B3,0.015625
style_instruction,b0001-B4-camille_pissarro-style_instruction-gpt-image-1,830,measured,gpt-image-1,by_name,b0001-B4-camille_pissarro-by_name-gpt-image-1,828,measured,1,True,True,828,camille_pissarro,B4,0.015625
style_instruction,b0001-R1-camille_pissarro-style_instruction-gpt-image-1,650,measured,gpt-image-1,by_name,b0001-R1-camille_pissarro-by_name-gpt-image-1,648,measured,1,True,True,648,camille_pissarro,R1,0.015625
style_instruction,b0001-R2-camille_pissarro-style_instruction-gpt-image-1,895,measured,gpt-image-1,by_name,b0001-R2-camille_pissarro-by_name-gpt-image-1,894,measured,1,True,True,894,camille_pissarro,R2,0.015625
style_instruction,b0001-R3-camille_pissarro-style_instruction-gpt-image-1,677,measured,gpt-image-1,by_name,b0001-R3-camille_pissarro-by_name-gpt-image-1,676,measured,1,True,True,676,camille_pissarro,R3,0.015625
style_instruction,b0001-R4-camille_pissarro-style_instruction-gpt-image-1,839,measured,gpt-image-1,by_name,b0001-R4-camille_pissarro-by_name-gpt-image-1,837,measured,1,True,True,837,camille_pissarro,R4,0.015625
style_instruction,b0001-L1-camille_pissarro-style_instruction-gpt-image-1,607,measured,gpt-image-1,by_name,b0001-L1-camille_pissarro-by_name-gpt-image-1,608,measured,1,True,True,607,camille_pissarro,L1,0.015625
style_instruction,b0001-L2-camille_pissarro-style_instruction-gpt-image-1,772,measured,gpt-image-1,by_name,b0001-L2-camille_pissarro-by_name-gpt-image-1,771,measured,1,True,True,771,camille_pissarro,L2,0.015625
style_instruction,b0001-L3-camille_pissarro-style_instruction-gpt-image-1,816,measured,gpt-image-1,by_name,b0001-L3-camille_pissarro-by_name-gpt-image-1,817,measured,1,True,True,816,camille_pissarro,L3,0.020833333333333332
style_instruction,b0001-L4-camille_pissarro-style_instruction-gpt-image-1,792,measured,gpt-image-1,by_name,b0001-L4-camille_pissarro-by_name-gpt-image-1,793,measured,1,True,True,792,camille_pissarro,L4,0.015625
style_instruction,b0002-W1-camille_pissarro-style_instruction-gpt-image-1,1311,measured,gpt-image-1,by_name,b0002-W1-camille_pissarro-by_name-gpt-image-1,1313,measured,2,True,True,1311,camille_pissarro,W1,0.015625
style_instruction,b0002-W2-camille_pissarro-style_instruction-gpt-image-1,1283,measured,gpt-image-1,by_name,b0002-W2-camille_pissarro-by_name-gpt-image-1,1281,measured,2,True,True,1281,camille_pissarro,W2,0.015625
style_instruction,b0002-W3-camille_pissarro-style_instruction-gpt-image-1,1215,measured,gpt-image-1,by_name,b0002-W3-camille_pissarro-by_name-gpt-image-1,1217,measured,2,True,True,1215,camille_pissarro,W3,0.015625
style_instruction,b0002-W4-camille_pissarro-style_instruction-gpt-image-1,1285,measured,gpt-image-1,by_name,b0002-W4-camille_pissarro-by_name-gpt-image-1,1284,measured,2,True,True,1284,camille_pissarro,W4,0.015625
style_instruction,b0002-B1-camille_pissarro-style_instruction-gpt-image-1,1245,measured,gpt-image-1,by_name,b0002-B1-camille_pissarro-by_name-gpt-image-1,1246,measured,2,True,True,1245,camille_pissarro,B1,0.015625
style_instruction,b0002-B2-camille_pissarro-style_instruction-gpt-image-1,1136,measured,gpt-image-1,by_name,b0002-B2-camille_pissarro-by_name-gpt-image-1,1135,measured,2,True,True,1135,camille_pissarro,B2,0.015625
style_instruction,b0002-B3-camille_pissarro-style_instruction-gpt-image-1,1384,measured,gpt-image-1,by_name,b0002-B3-camille_pissarro-by_name-gpt-image-1,1385,measured,2,True,True,1384,camille_pissarro,B3,0.015625
style_instruction,b0002-B4-camille_pissarro-style_instruction-gpt-image-1,1336,measured,gpt-image-1,by_name,b0002-B4-camille_pissarro-by_name-gpt-image-1,1335,measured,2,True,True,1335,camille_pissarro,B4,0.015625
style_instruction,b0002-R1-camille_pissarro-style_instruction-gpt-image-1,970,measured,gpt-image-1,by_name,b0002-R1-camille_pissarro-by_name-gpt-image-1,969,measured,2,True,True,969,camille_pissarro,R1,0.015625
style_instruction,b0002-R2-camille_pissarro-style_instruction-gpt-image-1,982,measured,gpt-image-1,by_name,b0002-R2-camille_pissarro-by_name-gpt-image-1,983,measured,2,True,True,982,camille_pissarro,R2,0.015625
style_instruction,b0002-R3-camille_pissarro-style_instruction-gpt-image-1,1418,measured,gpt-image-1,by_name,b0002-R3-camille_pissarro-by_name-gpt-image-1,1416,measured,2,True,True,1416,camille_pissarro,R3,0.015625
style_instruction,b0002-R4-camille_pissarro-style_instruction-gpt-image-1,1090,measured,gpt-image-1,by_name,b0002-R4-camille_pissarro-by_name-gpt-image-1,1091,measured,2,True,True,1090,camille_pissarro,R4,0.015625
style_instruction,b0002-L1-camille_pissarro-style_instruction-gpt-image-1,1299,measured,gpt-image-1,by_name,b0002-L1-camille_pissarro-by_name-gpt-image-1,1300,measured,2,True,True,1299,camille_pissarro,L1,0.015625
style_instruction,b0002-L2-camille_pissarro-style_instruction-gpt-image-1,1224,measured,gpt-image-1,by_name,b0002-L2-camille_pissarro-by_name-gpt-image-1,1225,measured,2,True,True,1224,camille_pissarro,L2,0.015625
style_instruction,b0002-L3-camille_pissarro-style_instruction-gpt-image-1,1320,measured,gpt-image-1,by_name,b0002-L3-camille_pissarro-by_name-gpt-image-1,1322,measured,2,True,True,1320,camille_pissarro,L3,0.020833333333333332
style_instruction,b0002-L4-camille_pissarro-style_instruction-gpt-image-1,1084,measured,gpt-image-1,by_name,b0002-L4-camille_pissarro-by_name-gpt-image-1,1085,measured,2,True,True,1084,camille_pissarro,L4,0.015625
style_instruction,b0003-W1-camille_pissarro-style_instruction-gpt-image-1,1710,measured,gpt-image-1,by_name,b0003-W1-camille_pissarro-by_name-gpt-image-1,1711,measured,3,True,True,1710,camille_pissarro,W1,0.015625
style_instruction,b0003-W2-camille_pissarro-style_instruction-gpt-image-1,1541,measured,gpt-image-1,by_name,b0003-W2-camille_pissarro-by_name-gpt-image-1,1540,measured,3,True,True,1540,camille_pissarro,W2,0.015625
style_instruction,b0003-W3-camille_pissarro-style_instruction-gpt-image-1,1546,measured,gpt-image-1,by_name,b0003-W3-camille_pissarro-by_name-gpt-image-1,1547,measured,3,True,True,1546,camille_pissarro,W3,0.015625
style_instruction,b0003-W4-camille_pissarro-style_instruction-gpt-image-1,1697,measured,gpt-image-1,by_name,b0003-W4-camille_pissarro-by_name-gpt-image-1,1695,measured,3,True,True,1695,camille_pissarro,W4,0.015625
style_instruction,b0003-B1-camille_pissarro-style_instruction-gpt-image-1,1594,measured,gpt-image-1,by_name,b0003-B1-camille_pissarro-by_name-gpt-image-1,1595,measured,3,True,True,1594,camille_pissarro,B1,0.015625
style_instruction,b0003-B2-camille_pissarro-style_instruction-gpt-image-1,1860,measured,gpt-image-1,by_name,b0003-B2-camille_pissarro-by_name-gpt-image-1,1861,measured,3,True,True,1860,camille_pissarro,B2,0.015625
style_instruction,b0003-B3-camille_pissarro-style_instruction-gpt-image-1,1477,measured,gpt-image-1,by_name,b0003-B3-camille_pissarro-by_name-gpt-image-1,1478,measured,3,True,True,1477,camille_pissarro,B3,0.015625
style_instruction,b0003-B4-camille_pissarro-style_instruction-gpt-image-1,1490,measured,gpt-image-1,by_name,b0003-B4-camille_pissarro-by_name-gpt-image-1,1488,measured,3,True,True,1488,camille_pissarro,B4,0.015625
style_instruction,b0003-R1-camille_pissarro-style_instruction-gpt-image-1,1444,measured,gpt-image-1,by_name,b0003-R1-camille_pissarro-by_name-gpt-image-1,1443,measured,3,True,True,1443,camille_pissarro,R1,0.015625
style_instruction,b0003-R2-camille_pissarro-style_instruction-gpt-image-1,1876,measured,gpt-image-1,by_name,b0003-R2-camille_pissarro-by_name-gpt-image-1,1875,measured,3,True,True,1875,camille_pissarro,R2,0.015625
style_instruction,b0003-R3-camille_pissarro-style_instruction-gpt-image-1,1814,measured,gpt-image-1,by_name,b0003-R3-camille_pissarro-by_name-gpt-image-1,1812,measured,3,True,True,1812,camille_pissarro,R3,0.015625
style_instruction,b0003-R4-camille_pissarro-style_instruction-gpt-image-1,1674,measured,gpt-image-1,by_name,b0003-R4-camille_pissarro-by_name-gpt-image-1,1675,measured,3,True,True,1674,camille_pissarro,R4,0.015625
style_instruction,b0003-L1-camille_pissarro-style_instruction-gpt-image-1,1789,measured,gpt-image-1,by_name,b0003-L1-camille_pissarro-by_name-gpt-image-1,1790,measured,3,True,True,1789,camille_pissarro,L1,0.015625
style_instruction,b0003-L2-camille_pissarro-style_instruction-gpt-image-1,1772,measured,gpt-image-1,by_name,b0003-L2-camille_pissarro-by_name-gpt-image-1,1770,measured,3,True,True,1770,camille_pissarro,L2,0.015625
style_instruction,b0003-L3-camille_pissarro-style_instruction-gpt-image-1,1848,measured,gpt-image-1,by_name,b0003-L3-camille_pissarro-by_name-gpt-image-1,1850,measured,3,True,True,1848,camille_pissarro,L3,0.020833333333333332
style_instruction,b0003-L4-camille_pissarro-style_instruction-gpt-image-1,1642,measured,gpt-image-1,by_name,b0003-L4-camille_pissarro-by_name-gpt-image-1,1643,measured,3,True,True,1642,camille_pissarro,L4,0.015625
style_aspects,b0000-W1-camille_pissarro-style_aspects-gpt-image-1,364,measured,gpt-image-1,style_instruction,b0000-W1-camille_pissarro-style_instruction-gpt-image-1,365,measured,0,True,True,364,camille_pissarro,W1,0.015625
style_aspects,b0000-W2-camille_pissarro-style_aspects-gpt-image-1,71,measured,gpt-image-1,style_instruction,b0000-W2-camille_pissarro-style_instruction-gpt-image-1,70,measured,0,True,True,70,camille_pissarro,W2,0.015625
style_aspects,b0000-W3-camille_pissarro-style_aspects-gpt-image-1,206,measured,gpt-image-1,style_instruction,b0000-W3-camille_pissarro-style_instruction-gpt-image-1,205,measured,0,True,True,205,camille_pissarro,W3,0.015625
style_aspects,b0000-W4-camille_pissarro-style_aspects-gpt-image-1,134,measured,gpt-image-1,style_instruction,b0000-W4-camille_pissarro-style_instruction-gpt-image-1,133,measured,0,True,True,133,camille_pissarro,W4,0.015625
style_aspects,b0000-B1-camille_pissarro-style_aspects-gpt-image-1,404,measured,gpt-image-1,style_instruction,b0000-B1-camille_pissarro-style_instruction-gpt-image-1,403,measured,0,True,True,403,camille_pissarro,B1,0.015625
style_aspects,b0000-B2-camille_pissarro-style_aspects-gpt-image-1,428,measured,gpt-image-1,style_instruction,b0000-B2-camille_pissarro-style_instruction-gpt-image-1,427,measured,0,True,True,427,camille_pissarro,B2,0.015625
style_aspects,b0000-B3-camille_pissarro-style_aspects-gpt-image-1,101,measured,gpt-image-1,style_instruction,b0000-B3-camille_pissarro-style_instruction-gpt-image-1,100,measured,0,True,True,100,camille_pissarro,B3,0.015625
style_aspects,b0000-B4-camille_pissarro-style_aspects-gpt-image-1,468,measured,gpt-image-1,style_instruction,b0000-B4-camille_pissarro-style_instruction-gpt-image-1,469,measured,0,True,True,468,camille_pissarro,B4,0.015625
style_aspects,b0000-R1-camille_pissarro-style_aspects-gpt-image-1,198,measured,gpt-image-1,style_instruction,b0000-R1-camille_pissarro-style_instruction-gpt-image-1,199,measured,0,True,True,198,camille_pissarro,R1,0.015625
style_aspects,b0000-R2-camille_pissarro-style_aspects-gpt-image-1,454,measured,gpt-image-1,style_instruction,b0000-R2-camille_pissarro-style_instruction-gpt-image-1,455,measured,0,True,True,454,camille_pissarro,R2,0.015625
style_aspects,b0000-R3-camille_pissarro-style_aspects-gpt-image-1,162,measured,gpt-image-1,style_instruction,b0000-R3-camille_pissarro-style_instruction-gpt-image-1,163,measured,0,True,True,162,camille_pissarro,R3,0.015625
style_aspects,b0000-R4-camille_pissarro-style_aspects-gpt-image-1,324,measured,gpt-image-1,style_instruction,b0000-R4-camille_pissarro-style_instruction-gpt-image-1,326,measured,0,True,True,324,camille_pissarro,R4,0.015625
style_aspects,b0000-L1-camille_pissarro-style_aspects-gpt-image-1,292,measured,gpt-image-1,style_instruction,b0000-L1-camille_pissarro-style_instruction-gpt-image-1,291,measured,0,True,True,291,camille_pissarro,L1,0.015625
style_aspects,b0000-L2-camille_pissarro-style_aspects-gpt-image-1,301,measured,gpt-image-1,style_instruction,b0000-L2-camille_pissarro-style_instruction-gpt-image-1,302,measured,0,True,True,301,camille_pissarro,L2,0.015625
style_aspects,b0000-L3-camille_pissarro-style_aspects-gpt-image-1,416,measured,gpt-image-1,style_instruction,b0000-L3-camille_pissarro-style_instruction-gpt-image-1,414,measured,0,True,True,414,camille_pissarro,L3,0.015625
style_aspects,b0000-L4-camille_pissarro-style_aspects-gpt-image-1,112,measured,gpt-image-1,style_instruction,b0000-L4-camille_pissarro-style_instruction-gpt-image-1,113,measured,0,True,True,112,camille_pissarro,L4,0.015625
style_aspects,b0001-W1-camille_pissarro-style_aspects-gpt-image-1,557,measured,gpt-image-1,style_instruction,b0001-W1-camille_pissarro-style_instruction-gpt-image-1,555,measured,1,True,True,555,camille_pissarro,W1,0.015625
style_aspects,b0001-W2-camille_pissarro-style_aspects-gpt-image-1,760,measured,gpt-image-1,style_instruction,b0001-W2-camille_pissarro-style_instruction-gpt-image-1,759,measured,1,True,True,759,camille_pissarro,W2,0.015625
style_aspects,b0001-W3-camille_pissarro-style_aspects-gpt-image-1,545,measured,gpt-image-1,style_instruction,b0001-W3-camille_pissarro-style_instruction-gpt-image-1,544,measured,1,True,True,544,camille_pissarro,W3,0.015625
style_aspects,b0001-W4-camille_pissarro-style_aspects-gpt-image-1,546,measured,gpt-image-1,style_instruction,b0001-W4-camille_pissarro-style_instruction-gpt-image-1,547,measured,1,True,True,546,camille_pissarro,W4,0.015625
style_aspects,b0001-B1-camille_pissarro-style_aspects-gpt-image-1,734,measured,gpt-image-1,style_instruction,b0001-B1-camille_pissarro-style_instruction-gpt-image-1,733,measured,1,True,True,733,camille_pissarro,B1,0.015625
style_aspects,b0001-B2-camille_pissarro-style_aspects-gpt-image-1,532,measured,gpt-image-1,style_instruction,b0001-B2-camille_pissarro-style_instruction-gpt-image-1,533,measured,1,True,True,532,camille_pissarro,B2,0.015625
style_aspects,b0001-B3-camille_pissarro-style_aspects-gpt-image-1,919,measured,gpt-image-1,style_instruction,b0001-B3-camille_pissarro-style_instruction-gpt-image-1,920,measured,1,True,True,919,camille_pissarro,B3,0.015625
style_aspects,b0001-B4-camille_pissarro-style_aspects-gpt-image-1,829,measured,gpt-image-1,style_instruction,b0001-B4-camille_pissarro-style_instruction-gpt-image-1,830,measured,1,True,True,829,camille_pissarro,B4,0.015625
style_aspects,b0001-R1-camille_pissarro-style_aspects-gpt-image-1,649,measured,gpt-image-1,style_instruction,b0001-R1-camille_pissarro-style_instruction-gpt-image-1,650,measured,1,True,True,649,camille_pissarro,R1,0.015625
style_aspects,b0001-R2-camille_pissarro-style_aspects-gpt-image-1,896,measured,gpt-image-1,style_instruction,b0001-R2-camille_pissarro-style_instruction-gpt-image-1,895,measured,1,True,True,895,camille_pissarro,R2,0.015625
style_aspects,b0001-R3-camille_pissarro-style_aspects-gpt-image-1,675,measured,gpt-image-1,style_instruction,b0001-R3-camille_pissarro-style_instruction-gpt-image-1,677,measured,1,True,True,675,camille_pissarro,R3,0.015625
style_aspects,b0001-R4-camille_pissarro-style_aspects-gpt-image-1,838,measured,gpt-image-1,style_instruction,b0001-R4-camille_pissarro-style_instruction-gpt-image-1,839,measured,1,True,True,838,camille_pissarro,R4,0.015625
style_aspects,b0001-L1-camille_pissarro-style_aspects-gpt-image-1,606,measured,gpt-image-1,style_instruction,b0001-L1-camille_pissarro-style_instruction-gpt-image-1,607,measured,1,True,True,606,camille_pissarro,L1,0.015625
style_aspects,b0001-L2-camille_pissarro-style_aspects-gpt-image-1,773,measured,gpt-image-1,style_instruction,b0001-L2-camille_pissarro-style_instruction-gpt-image-1,772,measured,1,True,True,772,camille_pissarro,L2,0.015625
style_aspects,b0001-L3-camille_pissarro-style_aspects-gpt-image-1,818,measured,gpt-image-1,style_instruction,b0001-L3-camille_pissarro-style_instruction-gpt-image-1,816,measured,1,True,True,816,camille_pissarro,L3,0.015625
style_aspects,b0001-L4-camille_pissarro-style_aspects-gpt-image-1,794,measured,gpt-image-1,style_instruction,b0001-L4-camille_pissarro-style_instruction-gpt-image-1,792,measured,1,True,True,792,camille_pissarro,L4,0.015625
style_aspects,b0002-W1-camille_pissarro-style_aspects-gpt-image-1,1312,measured,gpt-image-1,style_instruction,b0002-W1-camille_pissarro-style_instruction-gpt-image-1,1311,measured,2,True,True,1311,camille_pissarro,W1,0.015625
style_aspects,b0002-W2-camille_pissarro-style_aspects-gpt-image-1,1282,measured,gpt-image-1,style_instruction,b0002-W2-camille_pissarro-style_instruction-gpt-image-1,1283,measured,2,True,True,1282,camille_pissarro,W2,0.015625
style_aspects,b0002-W3-camille_pissarro-style_aspects-gpt-image-1,1216,measured,gpt-image-1,style_instruction,b0002-W3-camille_pissarro-style_instruction-gpt-image-1,1215,measured,2,True,True,1215,camille_pissarro,W3,0.015625
style_aspects,b0002-W4-camille_pissarro-style_aspects-gpt-image-1,1286,measured,gpt-image-1,style_instruction,b0002-W4-camille_pissarro-style_instruction-gpt-image-1,1285,measured,2,True,True,1285,camille_pissarro,W4,0.015625
style_aspects,b0002-B1-camille_pissarro-style_aspects-gpt-image-1,1247,measured,gpt-image-1,style_instruction,b0002-B1-camille_pissarro-style_instruction-gpt-image-1,1245,measured,2,True,True,1245,camille_pissarro,B1,0.015625
style_aspects,b0002-B2-camille_pissarro-style_aspects-gpt-image-1,1134,measured,gpt-image-1,style_instruction,b0002-B2-camille_pissarro-style_instruction-gpt-image-1,1136,measured,2,True,True,1134,camille_pissarro,B2,0.015625
style_aspects,b0002-B3-camille_pissarro-style_aspects-gpt-image-1,1383,measured,gpt-image-1,style_instruction,b0002-B3-camille_pissarro-style_instruction-gpt-image-1,1384,measured,2,True,True,1383,camille_pissarro,B3,0.015625
style_aspects,b0002-B4-camille_pissarro-style_aspects-gpt-image-1,1337,measured,gpt-image-1,style_instruction,b0002-B4-camille_pissarro-style_instruction-gpt-image-1,1336,measured,2,True,True,1336,camille_pissarro,B4,0.015625
style_aspects,b0002-R1-camille_pissarro-style_aspects-gpt-image-1,971,measured,gpt-image-1,style_instruction,b0002-R1-camille_pissarro-style_instruction-gpt-image-1,970,measured,2,True,True,970,camille_pissarro,R1,0.015625
style_aspects,b0002-R2-camille_pissarro-style_aspects-gpt-image-1,981,measured,gpt-image-1,style_instruction,b0002-R2-camille_pissarro-style_instruction-gpt-image-1,982,measured,2,True,True,981,camille_pissarro,R2,0.015625
style_aspects,b0002-R3-camille_pissarro-style_aspects-gpt-image-1,1417,measured,gpt-image-1,style_instruction,b0002-R3-camille_pissarro-style_instruction-gpt-image-1,1418,measured,2,True,True,1417,camille_pissarro,R3,0.015625
style_aspects,b0002-R4-camille_pissarro-style_aspects-gpt-image-1,1089,measured,gpt-image-1,style_instruction,b0002-R4-camille_pissarro-style_instruction-gpt-image-1,1090,measured,2,True,True,1089,camille_pissarro,R4,0.015625
style_aspects,b0002-L1-camille_pissarro-style_aspects-gpt-image-1,1301,measured,gpt-image-1,style_instruction,b0002-L1-camille_pissarro-style_instruction-gpt-image-1,1299,measured,2,True,True,1299,camille_pissarro,L1,0.015625
style_aspects,b0002-L2-camille_pissarro-style_aspects-gpt-image-1,1226,measured,gpt-image-1,style_instruction,b0002-L2-camille_pissarro-style_instruction-gpt-image-1,1224,measured,2,True,True,1224,camille_pissarro,L2,0.015625
style_aspects,b0002-L3-camille_pissarro-style_aspects-gpt-image-1,1321,measured,gpt-image-1,style_instruction,b0002-L3-camille_pissarro-style_instruction-gpt-image-1,1320,measured,2,True,True,1320,camille_pissarro,L3,0.015625
style_aspects,b0002-L4-camille_pissarro-style_aspects-gpt-image-1,1083,measured,gpt-image-1,style_instruction,b0002-L4-camille_pissarro-style_instruction-gpt-image-1,1084,measured,2,True,True,1083,camille_pissarro,L4,0.015625
style_aspects,b0003-W1-camille_pissarro-style_aspects-gpt-image-1,1712,measured,gpt-image-1,style_instruction,b0003-W1-camille_pissarro-style_instruction-gpt-image-1,1710,measured,3,True,True,1710,camille_pissarro,W1,0.015625
style_aspects,b0003-W2-camille_pissarro-style_aspects-gpt-image-1,1539,measured,gpt-image-1,style_instruction,b0003-W2-camille_pissarro-style_instruction-gpt-image-1,1541,measured,3,True,True,1539,camille_pissarro,W2,0.015625
style_aspects,b0003-W3-camille_pissarro-style_aspects-gpt-image-1,1545,measured,gpt-image-1,style_instruction,b0003-W3-camille_pissarro-style_instruction-gpt-image-1,1546,measured,3,True,True,1545,camille_pissarro,W3,0.015625
style_aspects,b0003-W4-camille_pissarro-style_aspects-gpt-image-1,1696,measured,gpt-image-1,style_instruction,b0003-W4-camille_pissarro-style_instruction-gpt-image-1,1697,measured,3,True,True,1696,camille_pissarro,W4,0.015625
